"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"92","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSExternaluserProfileController.cls","179","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"93","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSExternaluserProfileController.cls","190","47","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"94","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSExternaluserProfileController.cls","203","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"95","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoiceGenerator.cls","4","23","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"96","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoiceGenerator.cls","5","38","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"97","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoiceGenerator.cls","18","9","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"98","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","15","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"99","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","16","22","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"100","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","17","19","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"101","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","18","26","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"102","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","19","26","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"103","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSInvoicePDFController.cls","48","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"104","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","22","36","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"105","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","112","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"106","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","120","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"107","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","158","23","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"108","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","190","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"109","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSLearnerChatController.cls","204","48","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"110","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSMonthlyReportController.cls","24","45","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"111","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSQuizController.cls","91","53","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"112","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSQuizController.cls","160","48","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"113","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSQuizController.cls","250","21","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"114","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSStaffChartCourseDataController.cls","5","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"115","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSStaffCourseDataController.cls","10","46","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"116","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LMSStaffCourseDataController.cls","19","41","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"117","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LightningForgotPasswordController.cls","11","71","ApexOpenRedirect","Apex classes should safely redirect to a known location","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexopenredirect","Security","pmd"
"118","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LightningSelfRegisterController.cls","1","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"119","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LightningSelfRegisterController.cls","91","76","ApexOpenRedirect","Apex classes should safely redirect to a known location","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexopenredirect","Security","pmd"
"120","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","11","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"121","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","53","29","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"122","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","99","48","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"123","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","106","43","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"124","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","132","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"125","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","134","43","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"126","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","169","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"127","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsAdminChatController.cls","172","41","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"128","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsCreateCourseModulePopUpController.cls","36","70","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"129","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","31","32","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"130","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","34","56","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"131","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","39","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"132","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","48","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"133","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","124","45","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"134","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","134","48","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"135","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","143","55","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"136","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","155","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"137","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","211","24","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"138","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","212","46","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"139","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","221","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"140","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsInternalCourseDetailViewController.cls","224","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"141","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsRecordCreatePopupController.cls","20","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"142","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsRecordCreatePopupController.cls","34","58","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"143","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\LmsRecordCreatePopupController.cls","234","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"144","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\MyProfilePageController.cls","15","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"145","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\MyProfilePageController.cls","35","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"146","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\MyProfilePageController.cls","48","16","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"147","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","10","55","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"148","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","16","59","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"149","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","34","35","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"150","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","49","50","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"151","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","60","48","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"152","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","109","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"153","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","112","55","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"154","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","129","44","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"155","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsChatterController.cls","142","38","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"156","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","12","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"157","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","16","38","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"158","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","18","32","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"159","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","38","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"160","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","68","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"161","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","84","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"162","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","91","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"163","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","124","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"164","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","133","46","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"165","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","140","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"166","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","145","40","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"167","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","163","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"168","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","182","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"169","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","215","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"170","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCourseEnrollementControllers.cls","234","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"171","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","4","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"172","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","7","35","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"173","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","19","55","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"174","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","23","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"175","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","35","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"176","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","43","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"177","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","58","52","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"178","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","71","60","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"179","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","84","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"180","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","117","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"181","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","122","30","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"182","3","C:\Users\bshao\Desktop\LMS\LMS\force-app\main\default\classes\lmsCoursesTabController.cls","138","65","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.9.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
